,company,company_rating,title,content,author,year
724,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Each office at BDO has inclusion groups (for different diversity groups) that employees can join that are geared towards addressing/fixing/support/etc issues faced by said group.'],Entry-level in Audit & AssuranceSpokane,['2020']
725,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['BDO encourages volunteerism and pays for time spent volunteering in our community (we do not have to use PTO/vacation time to volunteer during work hours). We organize office-wide volunteer events as well that are meaningful to each respective office.'],Executive in TaxKalamazoo,['2020']
726,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""very good overall, but need to continue promoting women. Before the firm's significant growth, it was a very male culture, but i have seen that change in the past several years as the firm recognizes the importance of gender diversity.""]",New York,['2020']
727,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['My office specifically is not as diverse as the rest of the company. But BDO as a whole makes a big effort to be inclusive of all minorities.'],Jacksonville,['2020']
728,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""We aren't very racially diverse, but I think it has more to do with the office location as the office is very accepting of everyone. Our BDO Counts group is very active and is always setting up opportunities for us to volunteer, give, or help the community. They do a great job!""]",Experienced in TaxGrand Rapids,['2020']
729,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best: BDO respects women and quite a few leaders and partners are women. BDO assesses employees based on their competency regardless of their religion, race and country. It interacts with different organizations and organizes different volunteer events to give back to the society.', ""Worst: There was one email sent to the whole firm this year about cyber security risk when traveling abroad and it listed a few countries as high risk areas. However, it pointed out that these countries are considered dangerous for personal travel which isn't appropriate. It is a judgmental call in terms of personal travel.""]",Mid-level in Audit & AssuranceOther2020VERIFIED EMPLOYEE,Nan
730,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['The BDO Counts initiative is very vibrant.', 'However, the budget for corporate giving, not employee lead is small and we are not as involved in local charities as the other firms.']",Jacksonville,['2020']
731,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""I haven't been here very long, but BDO seems to value diversity and Corporate Social Responsibility. For the latter I know that a lot of the career advisers encourage new employees to make at least one goal around being involved in the volunteering opportunities the company offers.""]",Entry-level in Audit & AssuranceLos Angeles,['2020']
732,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Our firm has great initiatives and committees with respect to the minority groups as listed and are acting to improve the hiring/promotion in these areas; however, the fact is that the industry is still behind at large, and we are still lagging.']",Executive in TaxGrand Rapids,['2020']
733,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['We could be more selective with the types of clients we accept (from an ethical standpoint). Accepting a client that convinces people to enroll in for-profit ""colleges"" should be considered a controversial decision. I\'m not sure it is.']",San Jose,['2020']
734,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['We have several committees in our firm that represent diverse groups.'],San Francisco,['2020']
735,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Firm has excellent diversity and inclusion programs for women and minorities'],Executive in TaxNew York,['2020']
736,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best - BDO does not care about all these issues. You produce...you get the job.', 'Worst - People actually thinking BDO cares which is not true.']",Partner/Principal in Audit & AssuranceAtlanta,['2020']
737,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Overall a well diverse office. There seems to always be a fundraiser or volunteer activity for a social cause. That is highly emphasized.'],Entry-level in TaxAtlanta,['2020']
738,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['BDO has initiatives to help further achieve these areas of diversity.'],Partner/Principal in Audit & AssuranceRichmond,['2020']
739,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""We've had a lot of networking events and volunteer events.""]",Entry-level in Audit & AssuranceCincinnati,['2020']
740,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['I feel the firm is generally very inclusive of these groups. I think there could be some improvement on the ""green"" initiative such as kitchen/breakroom supplies, printing on paper, etc.']",Jacksonville,['2020']
741,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""In general, there are a number of women OMP, Directors and Partners, there is a lack of diversity in a number of offices outside of the Atlanta, GA office. There are LGBT initiatives. I've worked with a couple of colleagues open about their status and from an outside perspective do not appear to have issues. I also have a colleague who is former military. My local practice was very proactive about bringing in a diverse set of campus recruits; however, we seem to lose them bigger cities (not necessarily Big 4). We heavily participate in workplace initiatives related to volunteerism, although as an office we still have room to grow in terms of monetary gifts to non-profits. As a National Firm we heavily support the Red Nose Day campaign and have dedicated weeks (bi-annually) during which employees have the option to participate in volunteer work.""]",Experienced in Audit & AssuranceCincinnati,['2020']
742,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['- Our office is almost 100% asian and white', '- Our office is about 50/50 men and women', '- We have an LGBTQ pride alliance that hosts events sponsored by BDO']",Costa Mesa,['2020']
743,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['In my office, we have very little diversity. Other offices throughout the US, there is a good amount of diversity. We do have a good amount of women breaking into leadership roles, as well as technical roles.']",Entry-level in Audit & AssuranceMadison,['2020']
744,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['I think they do a good job of hiring and promoting women but there is almost no minorities in our office.'],Entry-level in Audit & AssurancePittsburgh,['2020']
745,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['We have programs which are sound we just need to do more!'],Partner/Principal in External AuditGrand Rapids,['2020']
746,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['It is hard to comment on any of these as I am not a woman or in any minority group. However, there ar enot many women partners in my group and few managers as well.']",Mid-level in External AuditMelville,['2020']
747,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['More women leave the firm to get promoted than to become stay-at-home mothers, and yet the narrative is always ""She chose to have leave because BABIEZ."" Male leadership doesn\'t seem to want to address that women get promoted more slowly, get paid less, aren\'t sponsored for promotion, etc.', ""As far as racial diversity, I work in a fairly diverse city in the south, but very few professionals are non-white, and most of the admin team is non-white. It's very disturbing.""]",Experienced in TaxAtlanta,['2020']
748,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['We have a great group of individuals in our office from all over the world and we want to continue this progress.'],Partner/Principal in Audit & AssuranceSalt Lake City,['2019']
749,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best - diversity with respect to women.', ""Worst - can't think of any.""]",Executive in Audit & AssuranceNashville,['2019']
750,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""BDO doesn't divide people based on characteristics not related to job performance. There is no negative aspect in this regard.""]",Entry-level in TaxSaint Louis,['2019']
751,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""Our Women's Inclusion program are amazing and aren't just limited to women. The programs change consistently with new material and are highly valuable.""]",Partner/Principal in External AuditMilwaukee,['2019']
752,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['BDO does an excellent job of providing opportunities for inclusion. There are opportunities for diverse groups to communicate and create meaningful dialogues throughout the firm. Further, the firm tries to promote green processes.']",Entry-level in TaxColumbus,['2019']
753,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The firm spends time volunteering at various charities and fund raisers throughout the year.'],Seattle,['2019']
754,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""BDO takes all of these initiatives seriously and has many great programs that support each of these initiatives. Everyone is treated equally with both respect and dignity. Everyone's opinion and point of view matters and is listened to. This fosters a rich and cultivating environment.""]",Partner/Principal in Audit & AssuranceNew York,['2019']
755,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['BDO is very inclusive with all people.'],Executive in Audit & AssuranceSpokane,['2019']
756,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Our office does an amazing job with their philanthropic practices. We as a whole contribute to several charities some even our own clients throughout the year.'],Mid-level in External AuditRaleigh,['2019']
757,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['I think our diversity practices are great - women are supported to advance and recognized for their contributions based on merit, and we absolutely support racial and LGBT diversity as well. I think we could do more on the charitable front. While we have our days of giving in the practice offices, which are great, we are limited as to our budget to support local charities, and more insight into that aspect of budgeting and resource usage would be good.']",Partner/Principal in Audit & AssuranceCleveland,['2019']
758,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Discuss of diversity is not needed as hiring includes all types of candidates', 'There are many employee groups to promote diversity']",Partner/Principal in Retirement Plans/Pension AdministrationNorfolk,['2019']
759,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Community - Week of Service across the firm, where all office participate. We have fund raising events and raise a lot of money. We support some lesser known, local charities that are favored by our team members.', 'Diversity - whatever it takes to make sure everyone feels they are part of our family.', 'There is no worst.']",Partner/Principal in TaxAtlanta,['2019']
760,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best - To my knowledge, the firm hires and promotes people based solely on the quality of their work - regardless of gender, race, religion, sexual orientation, etc.', 'Worst - The firm has not done enough to retain talented women in the practice. Although there is a lot of action and activity in this regard, the results have not been as positive as they need to be.']",Partner/Principal in Audit & AssuranceMinneapolis,['2019']
761,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['I am in an office where both managing partners are women. They are excellent at their jobs and have created a positive work environment for me, a male, and all others.']",Partner/Principal in TaxPittsburgh,['2019']
762,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['The diversity at BDO appears to be extensive. In our Las Vegas office alone we have a close split of employees between male and female. We have an extremely racially diverse group. I would suspect a minimum of at least half of the employees have different racial/ethnic backgrounds. Furthermore, we have LGBT individuals who have as far as I know never experienced discomfort or alienation whatsoever. This is a astounding firm to work for with these regards, all backgrounds are clearly welcomed and treated with utmost respect and fairness.']",Entry-level in Audit & AssuranceLas Vegas,['2019']
763,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['There are tons of diversity programs within BDO. All are fully supported and openly communicated throughout the firm. Every individual is respected and their lifestyle choices supported equally. We are able to bring causes we believe in to our leaders and organize fund raising efforts to support them.'],Experienced in TaxNashville,['2019']
764,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Very good diversity and inclusion. I feel very comfortable amongst my peers.'],Entry-level in Audit & AssuranceLos Angeles,['2019']
765,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""There are so many great policies, but the best is giving back to the diverse community and helping low income women and their families. I can't think of a worst policy to list.""]",Mid-level in TaxNorfolk,['2019']
766,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""As a member of BDO's Pride Alliance, I have participated in firm LGBT events extensively. Participation is low, however I cannot discount the importance that the group exists at all.""]",Washington,['2019']
767,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['All good'],Executive in TaxJacksonville,['2019']
768,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Best aspect is firm has a variety of diversity groups. Worst aspect is the groups can be inactive for a couple of months due to busy times.'],Entry-level in Information TechnologyLos Angeles,['2019']
769,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['I would like to see a matching gift program'],Boston,['2019']
770,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The best aspect is the efforts BDO gives back to the community through BDO Counts and getting each office involved in community fundraising and volunteering throughout the year. The worst is the amount of executive women represented.'],Mid-level in Audit & AssuranceSan Jose,['2019']
771,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['It is kind of like the new star wars films. It is noticeable and very much in your face and almost feels like a checked box on a to due list. Overall I would say good.'],Mid-level in Audit & AssuranceDallas,['2019']
772,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Would like to see more women in partnership roles'],Executive in Audit & AssuranceGrand Rapids,['2019']
773,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""While I don't believe at all that the firm actively discriminates against individuals who would fall into certain categories, I believe there is a lack of racial diversification in my office. This could be due to individuals of different racial categories not applying for internships or jobs at BDO, and not that BDO doesn't hire these individuals. With respect to LGBT individuals or individuals with disabilities, again, I don't know of any individuals who would fall into these categories personally so I couldn't say if it's an issue at my firm or not.""]",Richmond,['2019']
774,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['As worst the firm lacks diversity in the minority community and as best it gets involved in charitable causes a meaningful amount each year.'],Executive in TaxMelville,['2019']
775,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['I think our firm is well diversified but I do think we need more training on integrating different diversity with the firm and understanding different cultures. I think our firm can do more from a corporate social responsibility aspect with more volunteer days to work with the surrounding communities, mentoring programs for high school students or even be involved with Big Brothers Big Sisters.']",Boston,['2019']
776,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The firm puts an emphasis on equal employment of all qualified individuals and giving back to the community.'],Mid-level in Audit & AssuranceSpokane,['2019']
777,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['None - seems like the firm embraces diversity.'],Partner/Principal in Audit & AssurancePittsburgh,['2019']
778,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Improving in women in leadership.', 'Asian and white demographic is well represented, not so much other demographics.']",New York,['2019']
779,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""They don't encourage philanthropic involvement.""]",Experienced in TaxHouston,['2019']
780,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['I would like to see more female hires, I think our industry is dominated primarily by males. Nevertheless, BDO is making efforts to support women.']",Mid-level in Audit & AssuranceMarlton,['2019']
781,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""The firm has several initiatives to promote diversity, however the leaders of the firm do not promote diversity, and that's the biggest aspect to promoting women and minorities.""]",Experienced in Audit & AssuranceChicago,['2019']
782,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best: firm hires individuals from various different backgrounds', 'Worst: why am I being asked in this survey who is lgbt, etc? What business is it of mine?']",Partner/Principal in Audit & AssuranceHouston,['2018']
783,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Firm encourages diversity. Firm encourages employees to give time and money to philanthropic organizations.'],Partner/Principal in TaxMiami,['2018']
784,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['BDO has a give back day where the office is closed and all employees/partners select an organization to volunteer at.'],Executive in TaxMcLean,['2018']
785,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['This is a great inclusive environment that I am proud to be a part of.'],Mid-level in Audit & AssuranceJacksonville,['2018']
786,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best - professionals do a good job of trying to get people to participate. I think the programs speak to the groups that make the effort to attend the functions.', 'Worst - professionals need to participate however choose not to participate since they think it will make them work more hours. We spend a lot of money on these programs, professionals need to understand why.']",Partner/Principal in Audit & AssuranceAtlanta,['2018']
787,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Good hearts, but need for better leadership to make consistent philanthropic improvements']",Experienced in Audit & AssuranceSan Diego,['2018']
788,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['BDO is extremely active in community and corporate responsibility. Every office shares activities on the national web page and contests are running throughout the year. BDO encourages a broad range of philanthropic activities but does not force specific directives.'],Partner/Principal in Audit & AssuranceNorfolk,['2018']
789,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The firm encourages all walks of life.'],Partner/Principal in TaxPittsburgh,['2018']
790,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Overall I feel my firm respects and celebrates diversity. It also supports and encourages community involvement and charitable giving.'],Mid-level in TaxFort Lauderdale,['2018']
791,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best - Culture / diversity is very important to the Firm and is vocalized at all levels.', 'Worst - N/A']",Norfolk,['2018']
792,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The firm strives very hard to ensure all forms of diversity are fully supported. They have numerous initiative led by various diverse groups to ensure a culture of inclusion and support.'],Anchorage,['2018']
793,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['I am a veteran and have enjoyed my time here'],Experienced in Audit & AssuranceHouston,['2018']
794,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The firm is open to hiring anyone. I see no barriers to stop this from happening.'],Executive in TaxJacksonville,['2018']
795,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['The firm sponsors and promotes many diversity groups including for women, LGBT, military, new parents, minorities, etc etc. Very open and accepting culture.']",Partner/Principal in TaxSalt Lake City,['2018']
796,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""Best aspect is the growing women's inclusion group.""]",Mid-level in Audit & AssuranceOther2018VERIFIED EMPLOYEE,Nan
797,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The is a real focus on diversity and other practices.'],Cleveland,['2018']
798,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['BDO celebrates a Week of Service which specifically encourages each office to choose their own charitable effort(s) to participate with. In addition, community service is encourages and celebrated all year long (the Company\'s internal news website posts photos and articles regarding ""good deeds"" of the employees).']",Executive in TaxKalamazoo,['2018']
799,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""There is Women's Initiative in the firm that empowers women in the organization.""]",Mid-level in Audit & AssuranceAtlanta,['2018']
800,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['The office is well balanced between male and female employees and partners. Initiatives are also taken for cultural inclusiveness. We have a diverse workforce. In terms of LGBT, there are programs in place, I am just not aware of anyone who is part of that community.']",Experienced in Audit & AssuranceRaleigh,['2018']
801,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['No additional comments.'],Experienced in Audit & AssuranceRaleigh,['2018']
802,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['I believe the firm has a focus to welcome all to the firm, whether they be LGBT, minorities, etc']",Partner/Principal in TaxSaint Louis,['2018']
803,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Philanthropic committee works to involve as many employees and individuals as possible. Sometimes the event timings do not align with the availability of co-workers.'],Experienced in External AuditAtlanta,['2018']
804,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The firm is proactive and keeps all these initiatives in the forefront of its communications and commitments.'],Experienced in Audit & AssuranceAkron,['2018']
805,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Very good overall!'],Chicago,['2018']
806,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['I am involved in several of our programs that support women, parents, flexible work arrangements and the fact that our firm has such groups is great. I think we can do a better job in the promotion of women to both partnership and leadership but I believe that is a function of the demands of the profession that our competitors wrestle with as well. I know BDO is looking at impactful ways to move the needle and fully support such initiative.']",Partner/Principal in Audit & AssuranceBoston,['2018']
807,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['The Firm offers a week (across the country) of employee time given to a charity. Our employment force includes all types of Individuals from a vast variety of places. Women and individuals from LGBT communities present in our firm from interns to partners. Everyone is given the opportunity to become part of our top leadership if they are interest and strive for it.'],Mid-level in TaxMiami,['2018']
808,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best - good programs', 'Worst -n/a']",Partner/Principal in Audit & AssuranceHouston,['2018']
809,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['I think overall, our firm embraces diversity and minorities feel comfortable working here.']",Executive in TaxHouston,['2018']
810,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Best - BDO has a community outreach program where employees help non-profit organizations every year.', 'Worst - N/A']",Executive in TaxOther2018VERIFIED EMPLOYEE,Nan
811,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""I feel like the firm is great at working with minorities through the Women's Inclusion events. I have never felt like anyone in a minority grouping would be disadvantaged. I do wish we had more community involvement and green initiatives but these efforts have been increasing since I've worked here.""]",Mid-level in Audit & AssuranceWilmington,['2018']
812,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['Our firm is mostly comprised of women. Our office is not diverse in any other ways. I am an LGBT individual. I also feel like the firm as a whole is inclusive as they have a specific group for LGBT individuals.'],Mid-level in TaxSaint Louis,['2018']
813,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['We have so many volunteer opportunities and the firm supports all of them. If there is something I want to do on my own, the firm will support me with the time and money necessary.', ""I think the LGBT question is confusing and inappropriate. If we have employees that fall under this category, I wouldn't know. It would be wrong to single these people out and share their personal/intimate preferences.""]",Entry-level in TaxGrand Rapids,['2018']
814,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['We need to continue to develop a flex work environment'],Partner/Principal in TaxAkron,['2018']
815,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['In recent years, there has been an effort to promote more women. Unfortunately, there still seems to be quite a difference between the number of men vs women at the partner level.']",Executive in TaxAtlanta,['2018']
816,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"[""BDO has extensive inclusion programs and definitely puts people first. The culture flows from the top down and well embraced by all levels of management. The women's inclusion programming is particularly effective.""]",Experienced in TaxNorfolk,['2018']
817,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['There are few minorities, LGBT, individuals with disabilities, and women in firm wide leadership positions.']",Executive in TaxChicago,['2018']
818,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,['I would say the firm is somewhat diverse but would need to increase some of the CSR activities in our office.'],Experienced in TaxSan Diego,['2018']
819,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['Firm seems to make an effort to reach out to minorities and the LGBT community, however office is almost entirely white.']",Mid-level in Audit & AssuranceOrlando,['2018']
820,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['The firm is very involved in philanthropic ventures. There are always initatives to support various charities available and promoted.', ""The firm is improving in the hiring of minorities and has always been very supportive of women. It is still a work in progress, but those changes won't occur overnight.""]",Mid-level in TaxCleveland,['2018']
821,"BDO USA LLP
Related Internships:  BDO USA, LLP Internship",4.5,diversity_review,"['The impression is this is a male preferred Firm, especially based on age.']",Executive in Retirement Plans/Pension AdministrationAkron,['2018']
822,"Deloitte Consulting LLP
",3.5,diversity_review,['i have no reason to believe that there is inequality'],Experienced in Health Care and/or PharmaceuticalsDallas,['2020']
823,"Deloitte Consulting LLP
",3.5,diversity_review,"[""The firm works hard to retain and promote women-- and we've done a great job. We're trying to figure it out with POC. But, I'm confident that leadership is taking it seriously and we'll see significant change over the next 5 years, just like we did when they focused on bringing up women.""]",Executive in Business OperationsChicago,['2020']
824,"Deloitte Consulting LLP
",3.5,diversity_review,"[""I feel that every individual at the firm is treated equal in terms of payment, I haven't seen any female coworker complaining about the payment or bonus""]",Experienced in Health Care and/or PharmaceuticalsChicago,['2020']
825,"Deloitte Consulting LLP
",3.5,diversity_review,"['Deloitte Consulting strives to be deliberate and authentic across diversity, equality, and inclusion efforts. Not only are the communities, numbers, and promotion a focus, but also how the overall firm leaders engage and support these efforts to build a truly inclusive environment.']",Costa Mesa,['2020']
826,"Deloitte Consulting LLP
",3.5,diversity_review,"['I think Deloitte is trying to be fair in its hiring practices. I think the firm is making concerted efforts to increase representation of all kinds in its leadership, which of course starts with recruiting out of college.']",Experienced in Government/Public SectorArlington,['2020']
827,"Deloitte Consulting LLP
",3.5,diversity_review,['I believe Deloitte is at the forefront when it comes to Diversity and Corporate Social Security'],Chicago,['2020']
828,"Deloitte Consulting LLP
",3.5,diversity_review,"['Gender balance is better than many other companies, but higher levels are still overwhelmingly men.']",New York,['2020']
829,"Deloitte Consulting LLP
",3.5,diversity_review,"['I have no specific evidence to compare salary equity, going on rumor. I do believe women and minorities are supported in promotion.']",Executive in Government/Public Sector2020VERIFIED EMPLOYEE,Nan
830,"Deloitte Consulting LLP
",3.5,diversity_review,"[""I know of no disparity, personally, between men and women or between race/ethnicity. I am sure there are statistics out there that would disagree, but I absolutely don't think it is the intentional doing of the firm to promote this.""]",Midlevel in IT Operations & ImplementationChicago,['2020']
831,"Deloitte Consulting LLP
",3.5,diversity_review,['As stated previously there are no internal metrics reported to us so it is not feasible for me to be able to respond confidently. The lack of transparency makes it impossible for me to have a measurable confidence level'],Experienced in IT Operations & Implementation2020VERIFIED EMPLOYEE,Nan
832,"Deloitte Consulting LLP
",3.5,diversity_review,"[""Men always have and advantage over women at the highest ranks. The firm needs to do more to support women who are preparing to lead at manager, senior manager and partner levels. I see many women leave consulting who don't see how they can balance their home and work commitments with young families.""]",Experienced in Human ResourcesNew York,['2020']
833,"Deloitte Consulting LLP
",3.5,diversity_review,"[""The firm does a lot to acknowledge diversity and to be inclusive. However, until they start sourcing candidates from a more diverse set of schools and experiences, there will not be increased diversity. It's not Deloitte's fault that the education, housing, and general policy systems are slated towards white men, but it means white men will always be in high numbers where Deloitte is looking to source candidates.""]",Philadelphia,['2020']
834,"Deloitte Consulting LLP
",3.5,diversity_review,['More focused efforts/councils to understand DEI; working on additional visibility to the data'],Minneapolis,['2020']
835,"Deloitte Consulting LLP
",3.5,diversity_review,"['If men do not take parental leave then they will have access to move opportunities. Also, it is hard to travel and be a mother at this job.']",New York,['2020']
836,"Deloitte Consulting LLP
",3.5,diversity_review,"['We talk the right talk, and in many cases also walk the walk. However, we are extremely risk-averse, which often presents us from taking the bold moves we need to make to drive real change at our firm and in society.']",Experienced in Human ResourcesLos Angeles,['2020']
837,"Deloitte Consulting LLP
",3.5,diversity_review,['lack of transparency on pay equality; white male dominated leadership'],Experienced in Pricing,[]
838,"Deloitte Consulting LLP
",3.5,diversity_review,"['I regularly see firm communications about efforts to achieve equity, especially across protected categories, such as those listed in the survey, but I personally have not observed the effectiveness of the programs that have been implemented.']",Experienced in Data & AnalyticsArlington,['2020']
839,"Deloitte Consulting LLP
",3.5,diversity_review,['Deloitte is making a push for Diversity and Inclusion'],Experienced in Human ResourcesNew York,['2020']
840,"Deloitte Consulting LLP
",3.5,diversity_review,"[""Don't really have a strong perspective here as I'm still pretty junior.""]",Entry-level in Government/Public Sector2020VERIFIED EMPLOYEE,Nan
841,"Deloitte Consulting LLP
",3.5,diversity_review,['Pay data is not shared in a transparent way; the disparity between male and female partners is clearly evident with more white men holding senior level leadership positions'],Experienced in Health Care and/or PharmaceuticalsLos Angeles,['2020']
